instant,dteday,season,yr,mnth,hr,holiday,weather,temp,humidity,windspeed,weekdayname,workday,usertype,numrentals
10123,3/2/2012,winter,2012,3,20,no,misty,24.9,87,13,Friday,yes,registered,93
10124,3/2/2012,winter,2012,3,21,no,light rain,24.9,87,6,Friday,yes,casual,2
10124,3/2/2012,winter,2012,3,21,no,light rain,24.9,87,6,Friday,yes,registered,99
10125,3/2/2012,winter,2012,3,22,no,misty,24.9,87,0,Friday,yes,casual,6
10125,3/2/2012,winter,2012,3,22,no,misty,24.9,87,0,Friday,yes,registered,69
10126,3/2/2012,winter,2012,3,23,no,misty,24.9,87,0,Friday,yes,casual,4
10126,3/2/2012,winter,2012,3,23,no,misty,24.9,87,0,Friday,yes,registered,19
10127,3/3/2012,winter,2012,3,0,no,light rain,24.9,93,6,Saturday,no,casual,1
10127,3/3/2012,winter,2012,3,0,no,light rain,24.9,93,6,Saturday,no,registered,21
10128,3/3/2012,winter,2012,3,1,no,light rain,24.9,93,0,Saturday,no,casual,0
10128,3/3/2012,winter,2012,3,1,no,light rain,24.9,93,0,Saturday,no,registered,44
10129,3/3/2012,winter,2012,3,2,no,light rain,24.9,93,6,Saturday,no,casual,4
10129,3/3/2012,winter,2012,3,2,no,light rain,24.9,93,6,Saturday,no,registered,34
10130,3/3/2012,winter,2012,3,3,no,misty,24.9,93,11,Saturday,no,casual,1
10130,3/3/2012,winter,2012,3,3,no,misty,24.9,93,11,Saturday,no,registered,20
10131,3/3/2012,winter,2012,3,4,no,misty,24.9,93,13,Saturday,no,casual,0
10131,3/3/2012,winter,2012,3,4,no,misty,24.9,93,13,Saturday,no,registered,2
10132,3/3/2012,winter,2012,3,5,no,misty,24.9,93,6,Saturday,no,casual,1
10132,3/3/2012,winter,2012,3,5,no,misty,24.9,93,6,Saturday,no,registered,1
10133,3/3/2012,winter,2012,3,6,no,misty,24.9,93,6,Saturday,no,casual,1
10133,3/3/2012,winter,2012,3,6,no,misty,24.9,93,6,Saturday,no,registered,6
10134,3/3/2012,winter,2012,3,7,no,misty,24.9,93,9,Saturday,no,casual,2
10134,3/3/2012,winter,2012,3,7,no,misty,24.9,93,9,Saturday,no,registered,14
10135,3/3/2012,winter,2012,3,8,no,light rain,24.9,93,0,Saturday,no,casual,2
10135,3/3/2012,winter,2012,3,8,no,light rain,24.9,93,0,Saturday,no,registered,46
10136,3/3/2012,winter,2012,3,9,no,light rain,25.9,87,6,Saturday,no,casual,7
10136,3/3/2012,winter,2012,3,9,no,light rain,25.9,87,6,Saturday,no,registered,87
10137,3/3/2012,winter,2012,3,10,no,misty,26.8,87,0,Saturday,no,casual,31
10137,3/3/2012,winter,2012,3,10,no,misty,26.8,87,0,Saturday,no,registered,137
10138,3/3/2012,winter,2012,3,11,no,misty,26.8,87,6,Saturday,no,casual,33
10138,3/3/2012,winter,2012,3,11,no,misty,26.8,87,6,Saturday,no,registered,181
10139,3/3/2012,winter,2012,3,12,no,misty,27.7,67,17,Saturday,no,casual,47
10139,3/3/2012,winter,2012,3,12,no,misty,27.7,67,17,Saturday,no,registered,252
10140,3/3/2012,winter,2012,3,13,no,clear,28.7,51,19,Saturday,no,casual,87
10140,3/3/2012,winter,2012,3,13,no,clear,28.7,51,19,Saturday,no,registered,252
10141,3/3/2012,winter,2012,3,14,no,misty,29.6,44,24,Saturday,no,casual,151
10141,3/3/2012,winter,2012,3,14,no,misty,29.6,44,24,Saturday,no,registered,279
10142,3/3/2012,winter,2012,3,15,no,clear,30.6,29,20,Saturday,no,casual,145
10142,3/3/2012,winter,2012,3,15,no,clear,30.6,29,20,Saturday,no,registered,254
10143,3/3/2012,winter,2012,3,16,no,clear,31.5,27,20,Saturday,no,casual,167
10143,3/3/2012,winter,2012,3,16,no,clear,31.5,27,20,Saturday,no,registered,300
10144,3/3/2012,winter,2012,3,17,no,clear,31.5,23,22,Saturday,no,casual,106
10144,3/3/2012,winter,2012,3,17,no,clear,31.5,23,22,Saturday,no,registered,279
10145,3/3/2012,winter,2012,3,18,no,clear,31.5,25,17,Saturday,no,casual,53
10145,3/3/2012,winter,2012,3,18,no,clear,31.5,25,17,Saturday,no,registered,250
10146,3/3/2012,winter,2012,3,19,no,clear,29.6,33,11,Saturday,no,casual,34
10146,3/3/2012,winter,2012,3,19,no,clear,29.6,33,11,Saturday,no,registered,191
10147,3/3/2012,winter,2012,3,20,no,clear,28.7,30,9,Saturday,no,casual,28
10147,3/3/2012,winter,2012,3,20,no,clear,28.7,30,9,Saturday,no,registered,121
10148,3/3/2012,winter,2012,3,21,no,clear,29.6,19,22,Saturday,no,casual,24
10148,3/3/2012,winter,2012,3,21,no,clear,29.6,19,22,Saturday,no,registered,130
10149,3/3/2012,winter,2012,3,22,no,clear,28.7,21,9,Saturday,no,casual,19
10149,3/3/2012,winter,2012,3,22,no,clear,28.7,21,9,Saturday,no,registered,115
10150,3/3/2012,winter,2012,3,23,no,clear,27.7,24,0,Saturday,no,casual,12
10150,3/3/2012,winter,2012,3,23,no,clear,27.7,24,0,Saturday,no,registered,94
10151,3/4/2012,winter,2012,3,0,no,misty,26.8,30,24,Sunday,no,casual,5
10151,3/4/2012,winter,2012,3,0,no,misty,26.8,30,24,Sunday,no,registered,67
10152,3/4/2012,winter,2012,3,1,no,misty,25.9,34,13,Sunday,no,casual,16
10152,3/4/2012,winter,2012,3,1,no,misty,25.9,34,13,Sunday,no,registered,60
10153,3/4/2012,winter,2012,3,2,no,misty,24.9,40,11,Sunday,no,casual,14
10153,3/4/2012,winter,2012,3,2,no,misty,24.9,40,11,Sunday,no,registered,66
10154,3/4/2012,winter,2012,3,3,no,misty,24.9,43,9,Sunday,no,casual,5
10154,3/4/2012,winter,2012,3,3,no,misty,24.9,43,9,Sunday,no,registered,21
10155,3/4/2012,winter,2012,3,4,no,misty,24,46,13,Sunday,no,casual,3
10155,3/4/2012,winter,2012,3,4,no,misty,24,46,13,Sunday,no,registered,11
10156,3/4/2012,winter,2012,3,5,no,misty,24,46,15,Sunday,no,casual,0
10156,3/4/2012,winter,2012,3,5,no,misty,24,46,15,Sunday,no,registered,5
10157,3/4/2012,winter,2012,3,6,no,misty,22.1,52,20,Sunday,no,casual,0
10157,3/4/2012,winter,2012,3,6,no,misty,22.1,52,20,Sunday,no,registered,5
10158,3/4/2012,winter,2012,3,7,no,misty,22.1,52,20,Sunday,no,casual,2
10158,3/4/2012,winter,2012,3,7,no,misty,22.1,52,20,Sunday,no,registered,21
10159,3/4/2012,winter,2012,3,8,no,clear,22.1,52,22,Sunday,no,casual,12
10159,3/4/2012,winter,2012,3,8,no,clear,22.1,52,22,Sunday,no,registered,54
10160,3/4/2012,winter,2012,3,9,no,clear,22.1,49,30,Sunday,no,casual,14
10160,3/4/2012,winter,2012,3,9,no,clear,22.1,49,30,Sunday,no,registered,104
10161,3/4/2012,winter,2012,3,10,no,clear,22.1,49,22,Sunday,no,casual,31
10161,3/4/2012,winter,2012,3,10,no,clear,22.1,49,22,Sunday,no,registered,161
10162,3/4/2012,winter,2012,3,11,no,clear,23,45,26,Sunday,no,casual,64
10162,3/4/2012,winter,2012,3,11,no,clear,23,45,26,Sunday,no,registered,192
10163,3/4/2012,winter,2012,3,12,no,clear,24,42,24,Sunday,no,casual,71
10163,3/4/2012,winter,2012,3,12,no,clear,24,42,24,Sunday,no,registered,256
10164,3/4/2012,winter,2012,3,13,no,clear,24.9,37,24,Sunday,no,casual,108
10164,3/4/2012,winter,2012,3,13,no,clear,24.9,37,24,Sunday,no,registered,256
10165,3/4/2012,winter,2012,3,14,no,clear,24.9,34,24,Sunday,no,casual,106
10165,3/4/2012,winter,2012,3,14,no,clear,24.9,34,24,Sunday,no,registered,226
10166,3/4/2012,winter,2012,3,15,no,clear,24.9,32,35,Sunday,no,casual,82
10166,3/4/2012,winter,2012,3,15,no,clear,24.9,32,35,Sunday,no,registered,252
10167,3/4/2012,winter,2012,3,16,no,clear,24.9,29,33,Sunday,no,casual,68
10167,3/4/2012,winter,2012,3,16,no,clear,24.9,29,33,Sunday,no,registered,231
10168,3/4/2012,winter,2012,3,17,no,clear,24,31,37,Sunday,no,casual,49
10168,3/4/2012,winter,2012,3,17,no,clear,24,31,37,Sunday,no,registered,214
10169,3/4/2012,winter,2012,3,18,no,clear,23,33,41,Sunday,no,casual,20
10169,3/4/2012,winter,2012,3,18,no,clear,23,33,41,Sunday,no,registered,164
10170,3/4/2012,winter,2012,3,19,no,clear,22.1,36,33,Sunday,no,casual,12
10170,3/4/2012,winter,2012,3,19,no,clear,22.1,36,33,Sunday,no,registered,120
10171,3/4/2012,winter,2012,3,20,no,clear,21.2,38,17,Sunday,no,casual,8
10171,3/4/2012,winter,2012,3,20,no,clear,21.2,38,17,Sunday,no,registered,80
10172,3/4/2012,winter,2012,3,21,no,clear,21.2,36,15,Sunday,no,casual,9
10172,3/4/2012,winter,2012,3,21,no,clear,21.2,36,15,Sunday,no,registered,70
10173,3/4/2012,winter,2012,3,22,no,clear,20.2,41,17,Sunday,no,casual,9
10173,3/4/2012,winter,2012,3,22,no,clear,20.2,41,17,Sunday,no,registered,53
10174,3/4/2012,winter,2012,3,23,no,clear,20.2,41,13,Sunday,no,casual,2
10174,3/4/2012,winter,2012,3,23,no,clear,20.2,41,13,Sunday,no,registered,24
10175,3/5/2012,winter,2012,3,0,no,clear,19.3,44,13,Monday,yes,casual,2
10175,3/5/2012,winter,2012,3,0,no,clear,19.3,44,13,Monday,yes,registered,15
10176,3/5/2012,winter,2012,3,1,no,clear,19.3,48,9,Monday,yes,casual,3
10176,3/5/2012,winter,2012,3,1,no,clear,19.3,48,9,Monday,yes,registered,3
10177,3/5/2012,winter,2012,3,2,no,clear,19.3,48,9,Monday,yes,casual,1
10177,3/5/2012,winter,2012,3,2,no,clear,19.3,48,9,Monday,yes,registered,3
10178,3/5/2012,winter,2012,3,3,no,clear,18.3,51,11,Monday,yes,casual,0
10178,3/5/2012,winter,2012,3,3,no,clear,18.3,51,11,Monday,yes,registered,1
10179,3/5/2012,winter,2012,3,4,no,clear,17.4,55,6,Monday,yes,casual,0
10179,3/5/2012,winter,2012,3,4,no,clear,17.4,55,6,Monday,yes,registered,1
10180,3/5/2012,winter,2012,3,5,no,clear,17.4,55,6,Monday,yes,casual,1
10180,3/5/2012,winter,2012,3,5,no,clear,17.4,55,6,Monday,yes,registered,17
10181,3/5/2012,winter,2012,3,6,no,clear,16.5,59,9,Monday,yes,casual,2
10181,3/5/2012,winter,2012,3,6,no,clear,16.5,59,9,Monday,yes,registered,89
10182,3/5/2012,winter,2012,3,7,no,clear,16.5,59,9,Monday,yes,casual,7
10182,3/5/2012,winter,2012,3,7,no,clear,16.5,59,9,Monday,yes,registered,253
10183,3/5/2012,winter,2012,3,8,no,clear,17.4,59,7,Monday,yes,casual,13
10183,3/5/2012,winter,2012,3,8,no,clear,17.4,59,7,Monday,yes,registered,415
10184,3/5/2012,winter,2012,3,9,no,misty,18.3,60,6,Monday,yes,casual,11
10184,3/5/2012,winter,2012,3,9,no,misty,18.3,60,6,Monday,yes,registered,186
10185,3/5/2012,winter,2012,3,10,no,misty,19.3,60,0,Monday,yes,casual,12
10185,3/5/2012,winter,2012,3,10,no,misty,19.3,60,0,Monday,yes,registered,74
10186,3/5/2012,winter,2012,3,11,no,misty,20.2,56,9,Monday,yes,casual,17
10186,3/5/2012,winter,2012,3,11,no,misty,20.2,56,9,Monday,yes,registered,86
10187,3/5/2012,winter,2012,3,12,no,misty,20.2,52,0,Monday,yes,casual,15
10187,3/5/2012,winter,2012,3,12,no,misty,20.2,52,0,Monday,yes,registered,122
10188,3/5/2012,winter,2012,3,13,no,misty,20.2,55,20,Monday,yes,casual,11
10188,3/5/2012,winter,2012,3,13,no,misty,20.2,55,20,Monday,yes,registered,109
10189,3/5/2012,winter,2012,3,14,no,misty,21.2,57,24,Monday,yes,casual,13
10189,3/5/2012,winter,2012,3,14,no,misty,21.2,57,24,Monday,yes,registered,115
10190,3/5/2012,winter,2012,3,15,no,misty,22.1,53,13,Monday,yes,casual,20
10190,3/5/2012,winter,2012,3,15,no,misty,22.1,53,13,Monday,yes,registered,110
10191,3/5/2012,winter,2012,3,16,no,clear,22.1,45,20,Monday,yes,casual,30
10191,3/5/2012,winter,2012,3,16,no,clear,22.1,45,20,Monday,yes,registered,180
10192,3/5/2012,winter,2012,3,17,no,light rain,22.1,45,20,Monday,yes,casual,11
10192,3/5/2012,winter,2012,3,17,no,light rain,22.1,45,20,Monday,yes,registered,376
10193,3/5/2012,winter,2012,3,18,no,light rain,21.2,55,44,Monday,yes,casual,12
10193,3/5/2012,winter,2012,3,18,no,light rain,21.2,55,44,Monday,yes,registered,363
10194,3/5/2012,winter,2012,3,19,no,clear,20.2,53,15,Monday,yes,casual,6
10194,3/5/2012,winter,2012,3,19,no,clear,20.2,53,15,Monday,yes,registered,220
10195,3/5/2012,winter,2012,3,20,no,clear,20.2,37,31,Monday,yes,casual,8
10195,3/5/2012,winter,2012,3,20,no,clear,20.2,37,31,Monday,yes,registered,171
10196,3/5/2012,winter,2012,3,21,no,clear,20.2,37,26,Monday,yes,casual,4
10196,3/5/2012,winter,2012,3,21,no,clear,20.2,37,26,Monday,yes,registered,116
10197,3/5/2012,winter,2012,3,22,no,clear,19.3,35,22,Monday,yes,casual,2
10197,3/5/2012,winter,2012,3,22,no,clear,19.3,35,22,Monday,yes,registered,76
10198,3/5/2012,winter,2012,3,23,no,clear,18.3,37,39,Monday,yes,casual,2
10198,3/5/2012,winter,2012,3,23,no,clear,18.3,37,39,Monday,yes,registered,29
10199,3/6/2012,winter,2012,3,0,no,clear,18.3,37,20,Tuesday,yes,casual,0
10199,3/6/2012,winter,2012,3,0,no,clear,18.3,37,20,Tuesday,yes,registered,8
10200,3/6/2012,winter,2012,3,1,no,clear,17.4,44,17,Tuesday,yes,casual,0
10200,3/6/2012,winter,2012,3,1,no,clear,17.4,44,17,Tuesday,yes,registered,6
10201,3/6/2012,winter,2012,3,2,no,clear,17.4,44,15,Tuesday,yes,casual,0
10201,3/6/2012,winter,2012,3,2,no,clear,17.4,44,15,Tuesday,yes,registered,4
10202,3/6/2012,winter,2012,3,3,no,clear,16.5,51,19,Tuesday,yes,casual,0
10202,3/6/2012,winter,2012,3,3,no,clear,16.5,51,19,Tuesday,yes,registered,1
10203,3/6/2012,winter,2012,3,4,no,clear,16.5,51,20,Tuesday,yes,casual,0
10203,3/6/2012,winter,2012,3,4,no,clear,16.5,51,20,Tuesday,yes,registered,3
10204,3/6/2012,winter,2012,3,5,no,clear,16.5,51,15,Tuesday,yes,casual,0
10204,3/6/2012,winter,2012,3,5,no,clear,16.5,51,15,Tuesday,yes,registered,25
10205,3/6/2012,winter,2012,3,6,no,clear,16.5,51,7,Tuesday,yes,casual,3
10205,3/6/2012,winter,2012,3,6,no,clear,16.5,51,7,Tuesday,yes,registered,99
10206,3/6/2012,winter,2012,3,7,no,clear,15.5,55,9,Tuesday,yes,casual,5
10206,3/6/2012,winter,2012,3,7,no,clear,15.5,55,9,Tuesday,yes,registered,270
10207,3/6/2012,winter,2012,3,8,no,clear,15.5,59,7,Tuesday,yes,casual,14
10207,3/6/2012,winter,2012,3,8,no,clear,15.5,59,7,Tuesday,yes,registered,487
10208,3/6/2012,winter,2012,3,9,no,clear,18.3,47,0,Tuesday,yes,casual,11
10208,3/6/2012,winter,2012,3,9,no,clear,18.3,47,0,Tuesday,yes,registered,222
10209,3/6/2012,winter,2012,3,10,no,clear,19.3,44,0,Tuesday,yes,casual,16
10209,3/6/2012,winter,2012,3,10,no,clear,19.3,44,0,Tuesday,yes,registered,113
10210,3/6/2012,winter,2012,3,11,no,clear,20.2,41,11,Tuesday,yes,casual,20
10210,3/6/2012,winter,2012,3,11,no,clear,20.2,41,11,Tuesday,yes,registered,110
10211,3/6/2012,winter,2012,3,12,no,clear,20.2,41,7,Tuesday,yes,casual,9
10211,3/6/2012,winter,2012,3,12,no,clear,20.2,41,7,Tuesday,yes,registered,129
10212,3/6/2012,winter,2012,3,13,no,clear,22.1,39,9,Tuesday,yes,casual,16
10212,3/6/2012,winter,2012,3,13,no,clear,22.1,39,9,Tuesday,yes,registered,148
10213,3/6/2012,winter,2012,3,14,no,clear,23,36,15,Tuesday,yes,casual,20
10213,3/6/2012,winter,2012,3,14,no,clear,23,36,15,Tuesday,yes,registered,116
10214,3/6/2012,winter,2012,3,15,no,clear,24,36,20,Tuesday,yes,casual,24
10214,3/6/2012,winter,2012,3,15,no,clear,24,36,20,Tuesday,yes,registered,142
10215,3/6/2012,winter,2012,3,16,no,clear,24.9,32,19,Tuesday,yes,casual,22
10215,3/6/2012,winter,2012,3,16,no,clear,24.9,32,19,Tuesday,yes,registered,228
10216,3/6/2012,winter,2012,3,17,no,clear,24.9,34,19,Tuesday,yes,casual,21
10216,3/6/2012,winter,2012,3,17,no,clear,24.9,34,19,Tuesday,yes,registered,425
10217,3/6/2012,winter,2012,3,18,no,clear,24,42,22,Tuesday,yes,casual,15
10217,3/6/2012,winter,2012,3,18,no,clear,24,42,22,Tuesday,yes,registered,442
10218,3/6/2012,winter,2012,3,19,no,clear,24,46,20,Tuesday,yes,casual,9
10218,3/6/2012,winter,2012,3,19,no,clear,24,46,20,Tuesday,yes,registered,278
10219,3/6/2012,winter,2012,3,20,no,clear,23,49,13,Tuesday,yes,casual,3
10219,3/6/2012,winter,2012,3,20,no,clear,23,49,13,Tuesday,yes,registered,184
10220,3/6/2012,winter,2012,3,21,no,clear,23,49,13,Tuesday,yes,casual,5
10220,3/6/2012,winter,2012,3,21,no,clear,23,49,13,Tuesday,yes,registered,143
10221,3/6/2012,winter,2012,3,22,no,clear,21.2,56,11,Tuesday,yes,casual,5
10221,3/6/2012,winter,2012,3,22,no,clear,21.2,56,11,Tuesday,yes,registered,101
10222,3/6/2012,winter,2012,3,23,no,clear,21.2,61,15,Tuesday,yes,casual,3
10222,3/6/2012,winter,2012,3,23,no,clear,21.2,61,15,Tuesday,yes,registered,51
10223,3/7/2012,winter,2012,3,0,no,clear,21.2,65,19,Wednesday,yes,casual,3
10223,3/7/2012,winter,2012,3,0,no,clear,21.2,65,19,Wednesday,yes,registered,12
10224,3/7/2012,winter,2012,3,1,no,clear,22.1,61,20,Wednesday,yes,casual,1
10224,3/7/2012,winter,2012,3,1,no,clear,22.1,61,20,Wednesday,yes,registered,4
10225,3/7/2012,winter,2012,3,2,no,clear,22.1,56,19,Wednesday,yes,casual,0
10225,3/7/2012,winter,2012,3,2,no,clear,22.1,56,19,Wednesday,yes,registered,4
10226,3/7/2012,winter,2012,3,3,no,clear,22.1,56,24,Wednesday,yes,casual,1
10226,3/7/2012,winter,2012,3,3,no,clear,22.1,56,24,Wednesday,yes,registered,2
10227,3/7/2012,winter,2012,3,4,no,clear,21.2,61,22,Wednesday,yes,casual,0
10227,3/7/2012,winter,2012,3,4,no,clear,21.2,61,22,Wednesday,yes,registered,3
10228,3/7/2012,winter,2012,3,5,no,clear,21.2,56,20,Wednesday,yes,casual,0
10228,3/7/2012,winter,2012,3,5,no,clear,21.2,56,20,Wednesday,yes,registered,18
10229,3/7/2012,winter,2012,3,6,no,clear,21.2,61,26,Wednesday,yes,casual,4
10229,3/7/2012,winter,2012,3,6,no,clear,21.2,61,26,Wednesday,yes,registered,104
10230,3/7/2012,winter,2012,3,7,no,clear,20.2,65,26,Wednesday,yes,casual,12
10230,3/7/2012,winter,2012,3,7,no,clear,20.2,65,26,Wednesday,yes,registered,332
10231,3/7/2012,winter,2012,3,8,no,clear,21.2,61,20,Wednesday,yes,casual,12
10231,3/7/2012,winter,2012,3,8,no,clear,21.2,61,20,Wednesday,yes,registered,554
10232,3/7/2012,winter,2012,3,9,no,clear,22.1,61,22,Wednesday,yes,casual,12
10232,3/7/2012,winter,2012,3,9,no,clear,22.1,61,22,Wednesday,yes,registered,252
10233,3/7/2012,winter,2012,3,10,no,clear,24.9,50,20,Wednesday,yes,casual,20
10233,3/7/2012,winter,2012,3,10,no,clear,24.9,50,20,Wednesday,yes,registered,127
10234,3/7/2012,winter,2012,3,11,no,clear,27.7,38,20,Wednesday,yes,casual,33
10234,3/7/2012,winter,2012,3,11,no,clear,27.7,38,20,Wednesday,yes,registered,128
10235,3/7/2012,winter,2012,3,12,no,clear,28.7,38,26,Wednesday,yes,casual,40
10235,3/7/2012,winter,2012,3,12,no,clear,28.7,38,26,Wednesday,yes,registered,175
10236,3/7/2012,winter,2012,3,13,no,clear,31.5,34,28,Wednesday,yes,casual,26
10236,3/7/2012,winter,2012,3,13,no,clear,31.5,34,28,Wednesday,yes,registered,179
10237,3/7/2012,winter,2012,3,14,no,clear,32.4,36,22,Wednesday,yes,casual,38
10237,3/7/2012,winter,2012,3,14,no,clear,32.4,36,22,Wednesday,yes,registered,137
10238,3/7/2012,winter,2012,3,15,no,clear,33.4,37,30,Wednesday,yes,casual,44
10238,3/7/2012,winter,2012,3,15,no,clear,33.4,37,30,Wednesday,yes,registered,165
10239,3/7/2012,winter,2012,3,16,no,clear,34.3,37,28,Wednesday,yes,casual,34
10239,3/7/2012,winter,2012,3,16,no,clear,34.3,37,28,Wednesday,yes,registered,254
10240,3/7/2012,winter,2012,3,17,no,clear,34.3,43,33,Wednesday,yes,casual,58
10240,3/7/2012,winter,2012,3,17,no,clear,34.3,43,33,Wednesday,yes,registered,554
10241,3/7/2012,winter,2012,3,18,no,clear,34.3,40,31,Wednesday,yes,casual,35
10241,3/7/2012,winter,2012,3,18,no,clear,34.3,40,31,Wednesday,yes,registered,509
10242,3/7/2012,winter,2012,3,19,no,clear,33.4,42,24,Wednesday,yes,casual,16
10242,3/7/2012,winter,2012,3,19,no,clear,33.4,42,24,Wednesday,yes,registered,345
10243,3/7/2012,winter,2012,3,20,no,clear,31.5,51,17,Wednesday,yes,casual,18
10243,3/7/2012,winter,2012,3,20,no,clear,31.5,51,17,Wednesday,yes,registered,242
10244,3/7/2012,winter,2012,3,21,no,clear,28.7,62,17,Wednesday,yes,casual,11
10244,3/7/2012,winter,2012,3,21,no,clear,28.7,62,17,Wednesday,yes,registered,177
10245,3/7/2012,winter,2012,3,22,no,clear,29.6,59,20,Wednesday,yes,casual,10
10245,3/7/2012,winter,2012,3,22,no,clear,29.6,59,20,Wednesday,yes,registered,149
10246,3/7/2012,winter,2012,3,23,no,clear,28.7,62,22,Wednesday,yes,casual,4
10246,3/7/2012,winter,2012,3,23,no,clear,28.7,62,22,Wednesday,yes,registered,58
10247,3/8/2012,winter,2012,3,0,no,clear,28.7,62,22,Thursday,yes,casual,11
10247,3/8/2012,winter,2012,3,0,no,clear,28.7,62,22,Thursday,yes,registered,35
10248,3/8/2012,winter,2012,3,1,no,clear,29.6,63,22,Thursday,yes,casual,4
10248,3/8/2012,winter,2012,3,1,no,clear,29.6,63,22,Thursday,yes,registered,17
10249,3/8/2012,winter,2012,3,2,no,clear,29.6,63,26,Thursday,yes,casual,6
10249,3/8/2012,winter,2012,3,2,no,clear,29.6,63,26,Thursday,yes,registered,5
10250,3/8/2012,winter,2012,3,3,no,clear,29.6,63,26,Thursday,yes,casual,0
10250,3/8/2012,winter,2012,3,3,no,clear,29.6,63,26,Thursday,yes,registered,3
10251,3/8/2012,winter,2012,3,4,no,clear,28.7,72,19,Thursday,yes,casual,0
10251,3/8/2012,winter,2012,3,4,no,clear,28.7,72,19,Thursday,yes,registered,2
10252,3/8/2012,winter,2012,3,5,no,clear,27.7,77,15,Thursday,yes,casual,1
10252,3/8/2012,winter,2012,3,5,no,clear,27.7,77,15,Thursday,yes,registered,28
10253,3/8/2012,winter,2012,3,6,no,clear,27.7,77,17,Thursday,yes,casual,4
10253,3/8/2012,winter,2012,3,6,no,clear,27.7,77,17,Thursday,yes,registered,105
10254,3/8/2012,winter,2012,3,7,no,clear,27.7,77,24,Thursday,yes,casual,8
10254,3/8/2012,winter,2012,3,7,no,clear,27.7,77,24,Thursday,yes,registered,326
10255,3/8/2012,winter,2012,3,8,no,clear,28.7,77,26,Thursday,yes,casual,12
10255,3/8/2012,winter,2012,3,8,no,clear,28.7,77,26,Thursday,yes,registered,573
10256,3/8/2012,winter,2012,3,9,no,clear,29.6,72,31,Thursday,yes,casual,19
10256,3/8/2012,winter,2012,3,9,no,clear,29.6,72,31,Thursday,yes,registered,282
10257,3/8/2012,winter,2012,3,10,no,clear,31.5,68,31,Thursday,yes,casual,19
10257,3/8/2012,winter,2012,3,10,no,clear,31.5,68,31,Thursday,yes,registered,119
10258,3/8/2012,winter,2012,3,11,no,misty,33.4,60,31,Thursday,yes,casual,48
10258,3/8/2012,winter,2012,3,11,no,misty,33.4,60,31,Thursday,yes,registered,156
10259,3/8/2012,winter,2012,3,12,no,misty,34.3,60,30,Thursday,yes,casual,27
10259,3/8/2012,winter,2012,3,12,no,misty,34.3,60,30,Thursday,yes,registered,224
10260,3/8/2012,winter,2012,3,13,no,misty,36.2,49,43,Thursday,yes,casual,35
10260,3/8/2012,winter,2012,3,13,no,misty,36.2,49,43,Thursday,yes,registered,198
10261,3/8/2012,winter,2012,3,14,no,misty,37.1,43,43,Thursday,yes,casual,48
10261,3/8/2012,winter,2012,3,14,no,misty,37.1,43,43,Thursday,yes,registered,155
10262,3/8/2012,winter,2012,3,15,no,clear,38.1,38,46,Thursday,yes,casual,24
10262,3/8/2012,winter,2012,3,15,no,clear,38.1,38,46,Thursday,yes,registered,161
10263,3/8/2012,winter,2012,3,16,no,misty,37.1,41,43,Thursday,yes,casual,37
10263,3/8/2012,winter,2012,3,16,no,misty,37.1,41,43,Thursday,yes,registered,305
10264,3/8/2012,winter,2012,3,17,no,clear,37.1,38,44,Thursday,yes,casual,52
10264,3/8/2012,winter,2012,3,17,no,clear,37.1,38,44,Thursday,yes,registered,545
10265,3/8/2012,winter,2012,3,18,no,misty,37.1,38,37,Thursday,yes,casual,45
10265,3/8/2012,winter,2012,3,18,no,misty,37.1,38,37,Thursday,yes,registered,545
10266,3/8/2012,winter,2012,3,19,no,misty,36.2,40,30,Thursday,yes,casual,21
10266,3/8/2012,winter,2012,3,19,no,misty,36.2,40,30,Thursday,yes,registered,395
10267,3/8/2012,winter,2012,3,20,no,misty,36.2,43,26,Thursday,yes,casual,20
10267,3/8/2012,winter,2012,3,20,no,misty,36.2,43,26,Thursday,yes,registered,282
10268,3/8/2012,winter,2012,3,21,no,clear,36.2,43,26,Thursday,yes,casual,27
10268,3/8/2012,winter,2012,3,21,no,clear,36.2,43,26,Thursday,yes,registered,206
10269,3/8/2012,winter,2012,3,22,no,clear,34.3,49,22,Thursday,yes,casual,12
10269,3/8/2012,winter,2012,3,22,no,clear,34.3,49,22,Thursday,yes,registered,141
10270,3/8/2012,winter,2012,3,23,no,misty,34.3,49,30,Thursday,yes,casual,6
10270,3/8/2012,winter,2012,3,23,no,misty,34.3,49,30,Thursday,yes,registered,88
10271,3/9/2012,winter,2012,3,0,no,misty,35.3,49,31,Friday,yes,casual,3
10271,3/9/2012,winter,2012,3,0,no,misty,35.3,49,31,Friday,yes,registered,51
10272,3/9/2012,winter,2012,3,1,no,light rain,34.3,52,33,Friday,yes,casual,4
10272,3/9/2012,winter,2012,3,1,no,light rain,34.3,52,33,Friday,yes,registered,22
10273,3/9/2012,winter,2012,3,2,no,light rain,30.6,77,28,Friday,yes,casual,2
10273,3/9/2012,winter,2012,3,2,no,light rain,30.6,77,28,Friday,yes,registered,9
10274,3/9/2012,winter,2012,3,3,no,clear,29.6,77,35,Friday,yes,casual,0
10274,3/9/2012,winter,2012,3,3,no,clear,29.6,77,35,Friday,yes,registered,7
10275,3/9/2012,winter,2012,3,4,no,light rain,26.8,66,19,Friday,yes,casual,0
10275,3/9/2012,winter,2012,3,4,no,light rain,26.8,66,19,Friday,yes,registered,1
